Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target
single,1st phase - general contingent ,2nd choice,Basic Education,daytime,Secondary education,120.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 1st Cycle,Services/Security/Sales,Skilled Workers,115.1,no,no,no,yes,female,yes,18,no,0,6,11,4,12.0,0,0,6,8,4,10.75,0,15.5,2.8,-4.06,Enrolled
single,1st phase - general contingent ,2nd choice,Journalism and Communication,daytime,Secondary education,144.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Machine Operators,Machine Operators,138.4,no,no,no,yes,female,no,18,no,0,6,7,6,13.42857143,0,0,6,7,6,14.14285714,0,13.9,-0.3,0.79,Graduate
single,2nd phase - general contingent,2nd choice,Veterinary Nursing,daytime,Secondary education,129.0,Portuguese,Secondary Education,Basic Ed 1st Cycle,Unskilled Workers,Unskilled Workers,118.2,yes,no,no,yes,female,yes,18,no,0,5,7,4,13.25,0,0,5,8,5,15.57142857,0,10.8,1.4,1.74,Graduate
single,2nd phase - general contingent,2nd choice,Communication Design,daytime,Secondary education,136.0,Portuguese,Basic Ed 2nd Cycle,Basic Ed 3rd Cycle,Skilled Workers,Skilled Workers,121.7,yes,no,no,yes,female,no,18,no,0,6,6,2,13.0,0,0,6,6,0,0.0,0,12.4,0.5,1.79,Dropout
single,1st phase - general contingent ,4th choice,Communication Design,daytime,Secondary education,125.0,Portuguese,Secondary Education,Basic Ed 2nd Cycle,Unskilled Workers,Skilled Workers,118.0,no,no,no,yes,female,yes,18,no,0,6,6,6,14.33333333,0,0,6,7,6,14.0,0,11.1,0.6,2.02,Enrolled
single,2nd phase - general contingent,2nd choice,Social Service,daytime,Secondary education,125.0,Portuguese,Secondary Education,Basic Ed 2nd Cycle,Unskilled Workers,Skilled Workers,119.8,no,no,no,yes,female,no,18,no,0,6,0,0,0.0,0,0,6,0,0,0.0,0,11.1,0.6,2.02,Dropout
single,1st phase - general contingent ,2nd choice,Social Service,daytime,Secondary education,154.0,Portuguese,Secondary Education,Degree,Administrative,Intellectuals,164.9,no,no,no,yes,female,no,18,no,0,6,6,6,14.0,0,0,6,6,6,13.16666667,0,10.8,1.4,1.74,Graduate
single,Transfer,2nd choice,Veterinary Nursing,daytime,Secondary education,100.0,Portuguese,Secondary Education,Basic Ed 2nd Cycle,Administrative,Unskilled Workers,100.0,yes,no,no,yes,female,yes,20,no,1,2,2,2,12.0,0,1,6,11,6,12.83333333,0,13.9,-0.3,0.79,Graduate
single,1st phase - general contingent ,2nd choice,Basic Education,daytime,Secondary education,124.0,Portuguese,Degree,Secondary Education,Intellectuals,Services/Security/Sales,121.6,no,no,no,yes,female,no,18,no,0,6,9,5,12.33333333,0,0,6,10,5,10.6,0,15.5,2.8,-4.06,Enrolled
single,2nd phase - general contingent,5th choice,Communication Design,daytime,Secondary education,126.0,Portuguese,Secondary Education,Basic Ed 3rd Cycle,Administrative,Services/Security/Sales,120.4,yes,no,no,yes,female,no,18,no,0,6,8,5,11.8,0,0,6,7,5,10.4,1,16.2,0.3,-0.92,Graduate
single,3rd phase - general contingent ,7th choice,Nursing,daytime,Secondary education,124.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Unskilled Workers,Skilled Workers,117.8,no,no,no,yes,female,yes,20,no,0,8,8,7,12.79142857,1,0,8,8,7,12.79142857,1,10.8,1.4,1.74,Graduate
divorced,Change of course,2nd choice,Advertising and Marketing Management,daytime,Secondary education,150.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Unskilled Workers,Farmers,110.0,no,no,no,yes,female,no,40,no,4,8,8,8,11.625,0,3,7,12,5,11.2,0,9.4,-0.8,-3.12,Graduate
single,1st phase - general contingent ,7th choice,Nursing,daytime,Secondary education,133.0,Portuguese,Basic Ed 2nd Cycle,Basic Ed 2nd Cycle,Unskilled Workers,Unskilled Workers,128.8,yes,no,no,yes,female,yes,18,no,0,7,11,6,11.99444444,0,0,8,11,7,12.43142857,0,15.5,2.8,-4.06,Graduate
single,1st phase - general contingent ,6th choice,Tourism ,daytime,Secondary education,126.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 3rd Cycle,Administrative,Skilled Workers,116.6,yes,no,no,yes,female,no,19,no,0,6,9,5,11.6,0,0,6,12,5,12.2,0,13.9,-0.3,0.79,Graduate
single,Holders of other higher courses,2nd choice,Management (evening attendance),evening,Higher education - degree (1st cycle),120.0,Portuguese,Secondary Education,Basic Ed 3rd Cycle,Administrative,Unskilled Workers,120.0,no,no,no,yes,female,no,24,no,0,5,5,0,0.0,0,0,5,6,0,0.0,0,12.4,0.5,1.79,Dropout
single,1st phase - general contingent ,4th choice,Journalism and Communication,daytime,Secondary education,175.0,Portuguese,Degree,Basic Ed 2nd Cycle,Intellectuals,Armed Forces,157.5,yes,no,no,yes,female,no,19,no,0,6,8,6,13.16666667,0,0,6,7,6,13.16666667,0,10.8,1.4,1.74,Dropout
single,1st phase - general contingent ,7th choice,Nursing,daytime,Secondary education,141.0,Portuguese,Bachelor's,Secondary Education,Administrative,Administrative,136.3,yes,no,no,yes,female,no,19,no,0,8,8,7,14.1,0,0,8,8,7,14.1,0,10.8,1.4,1.74,Graduate
single,1st phase - general contingent ,2nd choice,Nursing,daytime,Secondary education,133.0,Portuguese,Secondary Education,Basic Ed 3rd Cycle,Unskilled Workers,Farmers,121.5,yes,no,no,yes,female,yes,20,no,0,7,8,6,12.39666667,0,0,8,9,7,12.94285714,0,11.1,0.6,2.02,Graduate
single,1st phase - general contingent ,2nd choice,Nursing,daytime,Secondary education,143.0,Portuguese,Basic Ed 2nd Cycle,Basic Ed 2nd Cycle,Services/Security/Sales,Services/Security/Sales,133.9,no,no,no,yes,female,no,18,no,0,7,7,7,15.01428571,0,0,8,8,8,16.0875,0,12.4,0.5,1.79,Graduate
single,1st phase - general contingent ,2nd choice,Animation and Multimedia Design,daytime,Secondary education,141.0,Portuguese,Secondary Education,Basic Ed 2nd Cycle,Administrative,Machine Operators,136.8,yes,no,no,yes,female,yes,18,no,0,0,0,0,0.0,0,0,0,0,0,0.0,0,13.9,-0.3,0.79,Graduate
single,2nd phase - general contingent,3rd choice,Nursing,daytime,Secondary education,134.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 1st Cycle,Administrative,Skilled Workers,133.5,yes,no,no,yes,female,no,19,no,0,7,8,7,14.05,0,0,8,8,8,15.1,0,13.9,-0.3,0.79,Graduate
single,2nd phase - general contingent,4th choice,Nursing,daytime,Secondary education,138.0,Portuguese,Degree,Degree,Administrative,Services/Security/Sales,130.0,yes,no,no,yes,female,no,18,no,0,7,8,7,14.85,0,0,8,8,8,15.2,0,13.9,-0.3,0.79,Dropout
single,Technological specialization diploma holders,2nd choice,Veterinary Nursing,daytime,Technological specialization course,140.0,Portuguese,Degree,Degree,Intellectuals,Intellectuals,140.0,yes,no,no,yes,female,no,19,no,0,6,10,6,13.0,0,0,6,19,5,13.0,0,12.4,0.5,1.79,Graduate
single,1st phase - general contingent ,3rd choice,Nursing,daytime,Secondary education,142.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Unskilled Workers,Skilled Workers,132.7,yes,no,no,yes,female,yes,19,no,0,7,8,7,14.7875,0,0,8,8,8,15.8625,0,13.9,-0.3,0.79,Graduate
single,1st phase - general contingent ,2nd choice,Nursing,daytime,Secondary education,118.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 3rd Cycle,Services/Security/Sales,Skilled Workers,117.8,no,no,no,yes,female,yes,19,no,0,7,7,7,13.7,0,0,8,9,7,14.67142857,0,12.4,0.5,1.79,Graduate
single,1st phase - general contingent ,3rd choice,Nursing,daytime,Secondary education,131.0,Portuguese,Secondary Education,Basic Ed 1st Cycle,Administrative,Administrative,126.1,yes,no,no,yes,female,yes,19,no,0,7,7,7,12.49571429,0,0,8,9,7,12.24285714,0,11.1,0.6,2.02,Dropout
single,1st phase - general contingent ,2nd choice,Nursing,daytime,Secondary education,130.0,Portuguese,Secondary Education,Basic Ed 2nd Cycle,Legislative/Executives,Skilled Workers,120.0,no,no,no,yes,female,no,19,no,0,7,7,6,14.56666667,0,0,7,7,6,14.56666667,0,7.6,2.6,0.32,Graduate
single,Over 23 years old,2nd choice,Advertising and Marketing Management,daytime,Other - 11th year of schooling,133.1,Portuguese,Secondary Education,Basic Ed 3rd Cycle,Legislative/Executives,Services/Security/Sales,100.0,yes,no,yes,no,female,no,25,no,0,5,5,5,11.2,0,0,5,5,4,11.25,0,9.4,-0.8,-3.12,Dropout
single,1st phase - general contingent ,2nd choice,Nursing,daytime,Secondary education,130.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 3rd Cycle,Administrative,Armed Forces,116.8,no,no,no,yes,female,no,20,no,0,8,8,7,12.68571429,0,0,8,8,7,12.68571429,0,12.7,3.7,-1.7,Graduate
single,Short cycle diploma holders,2nd choice,Social Service,daytime,Professional higher technical course,130.0,Portuguese,Secondary Education,Basic Ed 3rd Cycle,Services/Security/Sales,Services/Security/Sales,128.3,no,no,yes,no,female,no,23,no,5,9,12,7,13.57142857,0,4,9,14,4,13.25,0,8.9,1.4,3.51,Dropout
single,1st phase - general contingent ,2nd choice,Communication Design,daytime,Secondary education,133.1,Portuguese,Basic Ed 3rd Cycle,Basic Ed 3rd Cycle,Skilled Workers,Skilled Workers,117.0,no,no,no,yes,female,no,20,no,0,6,0,0,0.0,0,0,6,0,0,0.0,0,15.5,2.8,-4.06,Dropout
single,Over 23 years old,2nd choice,Social Service (evening attendance),evening,Secondary education,130.0,Portuguese,Basic Ed 1st Cycle,7th (Old),Unskilled Workers,Armed Forces,131.5,no,no,no,yes,female,no,27,no,0,6,8,5,11.0,0,0,6,7,6,11.16666667,0,11.1,0.6,2.02,Graduate
single,1st phase - general contingent ,2nd choice,Nursing,daytime,Secondary education,149.0,Portuguese,Basic Ed 3rd Cycle,Secondary Education,Administrative,Administrative,134.8,no,no,no,yes,female,no,18,no,0,8,8,8,14.445,0,0,8,8,8,14.445,0,9.4,-0.8,-3.12,Graduate
single,1st phase - general contingent ,2nd choice,Basic Education,daytime,Secondary education,163.0,Portuguese,Basic Ed 3rd Cycle,Secondary Education,Services/Security/Sales,Armed Forces,146.6,yes,no,yes,yes,female,no,18,no,0,6,9,5,13.6,0,0,6,10,4,11.75,0,9.4,-0.8,-3.12,Enrolled
single,Holders of other higher courses,2nd choice,Social Service (evening attendance),evening,Higher education - degree (1st cycle),130.0,Portuguese,Basic Ed 3rd Cycle,Secondary Education,Services/Security/Sales,Armed Forces,130.0,yes,no,yes,no,female,no,23,no,7,12,12,11,14.0,0,4,10,11,8,14.625,0,13.9,-0.3,0.79,Dropout
single,1st phase - general contingent ,7th choice,Nursing,daytime,Secondary education,145.0,Portuguese,Basic Ed 2nd Cycle,Basic Ed 1st Cycle,Services/Security/Sales,Farmers,127.5,yes,no,no,yes,female,yes,19,no,0,7,7,6,13.41666667,0,0,7,7,6,13.41666667,0,7.6,2.6,0.32,Graduate
single,1st phase - general contingent ,2nd choice,Management,daytime,Secondary education,130.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 2nd Cycle,Technicians,Technicians,123.0,no,no,no,yes,female,no,18,no,0,5,8,5,12.33333333,2,0,5,7,5,11.4,0,15.5,2.8,-4.06,Graduate
single,Change of course,2nd choice,Nursing,daytime,Secondary education,128.0,Portuguese,Secondary Education,Basic Ed 3rd Cycle,Unskilled Workers,Machine Operators,100.0,yes,no,no,yes,female,no,20,no,0,7,8,7,13.1,0,0,8,8,8,14.8125,0,13.9,-0.3,0.79,Graduate
single,1st phase - general contingent ,3rd choice,Advertising and Marketing Management,daytime,Secondary education,111.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 3rd Cycle,Unskilled Workers,Unskilled Workers,114.2,yes,no,no,yes,female,no,18,no,0,6,9,4,13.2,0,0,6,10,5,12.8,0,12.4,0.5,1.79,Graduate
single,1st phase - general contingent ,2nd choice,Nursing,daytime,Secondary education,140.0,Portuguese,Secondary Education,Secondary Education,Administrative,Administrative,123.5,yes,no,no,yes,female,yes,19,no,0,8,8,8,14.75,0,0,8,8,8,14.75,0,9.4,-0.8,-3.12,Graduate
single,Technological specialization diploma holders,2nd choice,Social Service,daytime,Technological specialization course,140.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 3rd Cycle,Machine Operators,Machine Operators,144.3,yes,no,no,yes,female,yes,19,no,3,6,7,6,13.14285714,0,2,6,6,6,14.33333333,0,12.4,0.5,1.79,Graduate
single,1st phase - general contingent ,2nd choice,Basic Education,daytime,Secondary education,145.0,Portuguese,Basic Ed 2nd Cycle,Basic Ed 1st Cycle,Services/Security/Sales,Services/Security/Sales,142.2,no,no,no,yes,female,no,19,no,0,6,9,4,12.5,0,0,6,9,5,12.5,0,9.4,-0.8,-3.12,Enrolled
single,1st phase - general contingent ,2nd choice,Veterinary Nursing,daytime,Secondary education,151.0,Portuguese,Degree,Degree,Legislative/Executives,Other,161.9,no,no,no,yes,female,no,18,no,0,5,6,4,13.75,0,0,5,8,5,14.85714286,0,7.6,2.6,0.32,Graduate
single,1st phase - general contingent ,2nd choice,Social Service,daytime,Secondary education,132.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Unskilled Workers,Services/Security/Sales,135.9,no,no,no,yes,female,no,18,no,0,6,11,5,12.4,0,0,6,7,6,13.0,0,9.4,-0.8,-3.12,Graduate
single,1st phase - general contingent ,3rd choice,Journalism and Communication,daytime,Secondary education,116.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 3rd Cycle,Administrative,Skilled Workers,110.1,yes,no,no,yes,female,no,18,no,0,6,6,6,13.33333333,0,0,6,6,6,12.0,0,11.1,0.6,2.02,Graduate
single,Ordinance No. 612/93 5 - 1st phase - special contingent (Azores Island),2nd choice,Basic Education,daytime,Secondary education,120.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 2nd Cycle,Unskilled Workers,Unskilled Workers,122.5,no,no,no,no,female,no,28,no,11,11,11,11,11.72727273,0,8,8,8,8,12.0,0,15.5,2.8,-4.06,Dropout
single,2nd phase - general contingent,2nd choice,Tourism ,daytime,Secondary education,158.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Services/Security/Sales,Unskilled Workers,138.1,yes,no,no,yes,female,no,19,no,0,6,8,4,12.5,0,0,6,11,1,14.0,0,7.6,2.6,0.32,Dropout
single,Change of course,2nd choice,Animation and Multimedia Design,daytime,Secondary education,116.0,Portuguese,Degree,Secondary Education,Intellectuals,Technicians,117.3,yes,no,yes,yes,female,no,20,no,0,0,0,0,0.0,0,0,0,0,0,0.0,0,13.9,-0.3,0.79,Dropout
single,1st phase - general contingent ,3rd choice,Nursing,daytime,Secondary education,112.0,Portuguese,Secondary Education,Basic Ed 1st Cycle,Administrative,Unskilled Workers,106.8,yes,no,no,yes,female,yes,19,no,0,7,8,6,13.53333333,0,0,8,9,7,13.61428571,0,12.4,0.5,1.79,Graduate
single,1st phase - general contingent ,2nd choice,Communication Design,daytime,Secondary education,126.0,Portuguese,Secondary Education,Basic Ed 3rd Cycle,Administrative,Student,120.1,no,yes,no,yes,female,yes,20,no,0,6,6,6,13.16666667,0,0,6,6,6,12.66666667,0,11.1,0.6,2.02,Graduate
single,1st phase - general contingent ,3rd choice,Tourism ,daytime,Secondary education,120.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 3rd Cycle,Unskilled Workers,Unskilled Workers,116.5,yes,no,no,yes,female,yes,19,no,0,6,9,5,13.2,0,0,6,8,5,11.0,0,12.4,0.5,1.79,Graduate
single,Change of institution/course,2nd choice,Communication Design,daytime,Secondary education,117.0,Portuguese,Doctorate,Secondary Education,Intellectuals,Armed Forces,120.0,yes,no,no,yes,female,no,21,no,0,6,7,5,12.2,0,0,6,7,4,12.6,0,8.9,1.4,3.51,Enrolled
single,1st phase - general contingent ,2nd choice,Basic Education,daytime,Secondary education,153.0,Portuguese,Secondary Education,Basic Ed 3rd Cycle,Unskilled Workers,Administrative,139.7,yes,no,no,yes,female,yes,19,no,0,7,7,7,13.42857143,0,0,7,7,7,14.85714286,0,11.1,0.6,2.02,Graduate
single,1st phase - general contingent ,3rd choice,Communication Design,daytime,Secondary education,124.0,Portuguese,Basic Ed 3rd Cycle,Secondary Education,Unskilled Workers,Technicians,123.7,yes,no,no,yes,female,yes,18,no,1,6,8,6,12.71428571,1,0,6,8,6,12.625,0,13.9,-0.3,0.79,Graduate
single,2nd phase - general contingent,3rd choice,Equinculture,daytime,Secondary education,127.0,Portuguese,Degree,Secondary Education,Intellectuals,Legislative/Executives,116.5,no,no,no,yes,female,no,19,no,0,6,0,0,0.0,0,0,6,0,0,0.0,0,15.5,2.8,-4.06,Dropout
single,2nd phase - general contingent,2nd choice,Advertising and Marketing Management,daytime,Secondary education,126.0,Portuguese,Other 11th,Basic Ed 2nd Cycle,Unskilled Workers,Services/Security/Sales,122.2,no,no,no,yes,female,yes,19,no,0,6,6,6,13.66666667,0,0,6,9,6,13.66666667,0,8.9,1.4,3.51,Graduate
single,1st phase - general contingent ,2nd choice,Journalism and Communication,daytime,Secondary education,133.1,Portuguese,Basic Ed 2nd Cycle,Basic Ed 3rd Cycle,Health techs,Army Others,146.0,no,no,yes,yes,female,no,20,no,0,6,6,5,11.0,0,0,6,6,6,13.16666667,0,16.2,0.3,-0.92,Graduate
single,2nd phase - general contingent,3rd choice,Basic Education,daytime,Secondary education,114.0,Portuguese,Secondary Education,Secondary Education,Administrative,Student,108.8,yes,no,no,yes,female,no,18,no,0,7,11,5,11.4,0,0,7,9,6,13.33333333,0,13.9,-0.3,0.79,Enrolled
single,Change of course,2nd choice,Animation and Multimedia Design,daytime,Secondary education,133.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 3rd Cycle,Services/Security/Sales,Skilled Workers,133.0,no,no,no,yes,female,no,18,no,0,0,0,0,0.0,0,0,0,0,0,0.0,0,15.5,2.8,-4.06,Enrolled
single,2nd phase - general contingent,2nd choice,Equinculture,daytime,Secondary education,130.0,Portuguese,Secondary Education,Secondary Education,Administrative,Services/Security/Sales,123.8,no,no,no,yes,female,no,18,no,0,5,7,4,12.0,0,0,5,6,5,12.0,0,7.6,2.6,0.32,Graduate
single,2nd phase - general contingent,4th choice,Journalism and Communication,daytime,Secondary education,127.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 3rd Cycle,Services/Security/Sales,Machine Operators,120.0,no,no,no,yes,female,no,18,no,0,6,6,0,0.0,0,0,6,0,0,0.0,0,8.9,1.4,3.51,Dropout
single,2nd phase - general contingent,4th choice,Social Service,daytime,Secondary education,143.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 2nd Cycle,Student,Skilled Workers,126.9,yes,no,no,yes,female,no,18,no,0,6,14,5,11.0,0,0,6,6,6,11.66666667,0,7.6,2.6,0.32,Graduate
single,3rd phase - general contingent ,5th choice,Journalism and Communication,daytime,Secondary education,130.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 3rd Cycle,Administrative,Administrative,121.3,yes,no,no,yes,female,no,20,no,0,6,12,5,12.0,0,0,6,8,6,11.57142857,0,15.5,2.8,-4.06,Dropout
single,2nd phase - general contingent,4th choice,Nursing,daytime,Secondary education,136.0,Portuguese,Basic Ed 3rd Cycle,Secondary Education,Unskilled Workers,Unskilled Workers,129.0,yes,no,no,yes,female,yes,19,no,0,7,7,7,13.30857143,0,0,8,10,8,12.55,0,12.4,0.5,1.79,Graduate
single,1st phase - general contingent ,2nd choice,Basic Education,daytime,Secondary education,125.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Unskilled Workers,Unskilled Workers,114.9,yes,no,yes,no,female,no,21,no,0,6,8,3,13.66666667,0,0,6,7,3,10.66666667,0,15.5,2.8,-4.06,Dropout
single,2nd phase - general contingent,2nd choice,Advertising and Marketing Management,daytime,degree,110.0,Portuguese,Other 11th,Degree,Services/Security/Sales,Machine Operators,106.5,yes,no,yes,no,female,no,20,no,0,6,6,0,0.0,0,0,6,9,0,0.0,0,10.8,1.4,1.74,Dropout
single,1st phase - general contingent ,2nd choice,Tourism ,daytime,Secondary education,130.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 2nd Cycle,Unskilled Workers,Unskilled Workers,133.9,yes,no,no,yes,female,no,18,no,0,6,10,5,12.2,0,0,6,8,4,11.25,0,9.4,-0.8,-3.12,Graduate
single,1st phase - general contingent ,2nd choice,Journalism and Communication,daytime,Secondary education,135.0,Portuguese,Secondary Education,Master's,Services/Security/Sales,Technicians,124.9,no,no,no,yes,female,yes,20,no,0,6,7,6,12.66666667,0,0,6,6,6,12.83333333,0,10.8,1.4,1.74,Graduate
single,1st phase - general contingent ,3rd choice,Nursing,daytime,Secondary education,133.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 1st Cycle,Legislative/Executives,Unskilled Workers,128.5,yes,no,no,yes,female,yes,19,no,0,8,8,8,14.07125,0,0,8,8,8,14.07125,0,9.4,-0.8,-3.12,Graduate
single,1st phase - general contingent ,2nd choice,Veterinary Nursing,daytime,Frequency of higher education,122.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 3rd Cycle,Unskilled Workers,Unskilled Workers,126.2,yes,no,no,yes,female,no,22,no,0,5,14,4,14.25,3,0,5,9,5,13.2,4,9.4,-0.8,-3.12,Dropout
single,2nd phase - general contingent,2nd choice,Equinculture,daytime,Secondary education,122.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 3rd Cycle,Unskilled Workers,Unskilled Workers,121.7,yes,no,no,no,female,no,22,no,0,6,0,0,0.0,0,0,2,2,0,0.0,2,9.4,-0.8,-3.12,Dropout
single,1st phase - general contingent ,3rd choice,Basic Education,daytime,Secondary education,121.0,Portuguese,Basic Ed 2nd Cycle,Basic Ed 2nd Cycle,Skilled Workers,Services/Security/Sales,120.0,yes,no,no,yes,female,no,18,no,0,6,10,3,12.0,0,0,6,8,4,10.25,0,10.8,1.4,1.74,Enrolled
single,Change of course,2nd choice,Management,daytime,Secondary education,123.0,Portuguese,Degree,Basic Ed 3rd Cycle,Unskilled Workers,Unskilled Workers,113.2,no,no,no,yes,female,no,21,no,3,10,18,6,11.16666667,2,4,10,16,7,10.57142857,0,7.6,2.6,0.32,Enrolled
single,1st phase - general contingent ,2nd choice,Social Service,daytime,Secondary education,128.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 3rd Cycle,Student,Services/Security/Sales,120.3,yes,no,no,yes,female,no,19,no,0,6,12,2,13.0,0,0,6,8,5,11.6,0,7.6,2.6,0.32,Graduate
single,1st phase - general contingent ,5th choice,Animation and Multimedia Design,daytime,Secondary education,139.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 2nd Cycle,Unskilled Workers,Unskilled Workers,127.8,yes,no,no,yes,female,no,19,no,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74,Dropout
